Day,Month,Year,Store,Dept,Type,IsHoliday,Weekly_Sales,Size
15,3,2013,39,67,1,0,,184109
15,3,2013,39,71,1,0,,184109
15,3,2013,39,72,1,0,,184109
15,3,2013,39,74,1,0,,184109
15,3,2013,39,77,1,0,,184109
15,3,2013,39,78,1,0,,184109
15,3,2013,39,79,1,0,,184109
15,3,2013,39,80,1,0,,184109
15,3,2013,39,81,1,0,,184109
15,3,2013,39,82,1,0,,184109
15,3,2013,39,83,1,0,,184109
15,3,2013,39,85,1,0,,184109
15,3,2013,39,87,1,0,,184109
15,3,2013,39,90,1,0,,184109
15,3,2013,39,91,1,0,,184109
15,3,2013,39,92,1,0,,184109
15,3,2013,39,93,1,0,,184109
15,3,2013,39,94,1,0,,184109
15,3,2013,39,95,1,0,,184109
15,3,2013,39,96,1,0,,184109
15,3,2013,39,97,1,0,,184109
15,3,2013,39,98,1,0,,184109
15,3,2013,39,99,1,0,,184109
15,3,2013,40,1,1,0,,155083
15,3,2013,40,2,1,0,,155083
15,3,2013,40,3,1,0,,155083
15,3,2013,40,4,1,0,,155083
15,3,2013,40,5,1,0,,155083
15,3,2013,40,6,1,0,,155083
15,3,2013,40,7,1,0,,155083
15,3,2013,40,8,1,0,,155083
15,3,2013,40,9,1,0,,155083
15,3,2013,40,10,1,0,,155083
15,3,2013,40,11,1,0,,155083
15,3,2013,40,12,1,0,,155083
15,3,2013,40,13,1,0,,155083
15,3,2013,40,14,1,0,,155083
15,3,2013,40,16,1,0,,155083
15,3,2013,40,17,1,0,,155083
15,3,2013,40,18,1,0,,155083
15,3,2013,40,19,1,0,,155083
15,3,2013,40,20,1,0,,155083
15,3,2013,40,21,1,0,,155083
15,3,2013,40,22,1,0,,155083
15,3,2013,40,23,1,0,,155083
15,3,2013,40,24,1,0,,155083
15,3,2013,40,25,1,0,,155083
15,3,2013,40,26,1,0,,155083
15,3,2013,40,27,1,0,,155083
15,3,2013,40,28,1,0,,155083
15,3,2013,40,29,1,0,,155083
15,3,2013,40,30,1,0,,155083
15,3,2013,40,31,1,0,,155083
15,3,2013,40,32,1,0,,155083
15,3,2013,40,33,1,0,,155083
15,3,2013,40,34,1,0,,155083
15,3,2013,40,35,1,0,,155083
15,3,2013,40,36,1,0,,155083
15,3,2013,40,37,1,0,,155083
15,3,2013,40,38,1,0,,155083
15,3,2013,40,40,1,0,,155083
15,3,2013,40,41,1,0,,155083
15,3,2013,40,42,1,0,,155083
15,3,2013,40,44,1,0,,155083
15,3,2013,40,45,1,0,,155083
15,3,2013,40,46,1,0,,155083
15,3,2013,40,47,1,0,,155083
15,3,2013,40,48,1,0,,155083
15,3,2013,40,49,1,0,,155083
15,3,2013,40,51,1,0,,155083
15,3,2013,40,52,1,0,,155083
15,3,2013,40,54,1,0,,155083
15,3,2013,40,55,1,0,,155083
15,3,2013,40,56,1,0,,155083
15,3,2013,40,58,1,0,,155083
15,3,2013,40,59,1,0,,155083
15,3,2013,40,60,1,0,,155083
15,3,2013,40,67,1,0,,155083
15,3,2013,40,71,1,0,,155083
15,3,2013,40,72,1,0,,155083
15,3,2013,40,74,1,0,,155083
15,3,2013,40,77,1,0,,155083
15,3,2013,40,78,1,0,,155083
15,3,2013,40,79,1,0,,155083
15,3,2013,40,80,1,0,,155083
15,3,2013,40,81,1,0,,155083
15,3,2013,40,82,1,0,,155083
15,3,2013,40,83,1,0,,155083
15,3,2013,40,85,1,0,,155083
15,3,2013,40,87,1,0,,155083
15,3,2013,40,90,1,0,,155083
15,3,2013,40,91,1,0,,155083
15,3,2013,40,92,1,0,,155083
15,3,2013,40,93,1,0,,155083
15,3,2013,40,94,1,0,,155083
15,3,2013,40,95,1,0,,155083
15,3,2013,40,96,1,0,,155083
15,3,2013,40,97,1,0,,155083
15,3,2013,40,98,1,0,,155083
15,3,2013,40,99,1,0,,155083
15,3,2013,41,1,1,0,,196321
15,3,2013,41,2,1,0,,196321
15,3,2013,41,3,1,0,,196321
15,3,2013,41,4,1,0,,196321
15,3,2013,41,5,1,0,,196321
15,3,2013,41,6,1,0,,196321
15,3,2013,41,7,1,0,,196321
15,3,2013,41,8,1,0,,196321
15,3,2013,41,9,1,0,,196321
15,3,2013,41,10,1,0,,196321
15,3,2013,41,11,1,0,,196321
15,3,2013,41,12,1,0,,196321
15,3,2013,41,13,1,0,,196321
15,3,2013,41,14,1,0,,196321
15,3,2013,41,16,1,0,,196321
15,3,2013,41,17,1,0,,196321
15,3,2013,41,18,1,0,,196321
15,3,2013,41,19,1,0,,196321
15,3,2013,41,20,1,0,,196321
15,3,2013,41,21,1,0,,196321
15,3,2013,41,22,1,0,,196321
15,3,2013,41,23,1,0,,196321
15,3,2013,41,24,1,0,,196321
15,3,2013,41,25,1,0,,196321
15,3,2013,41,26,1,0,,196321
15,3,2013,41,27,1,0,,196321
15,3,2013,41,28,1,0,,196321
15,3,2013,41,29,1,0,,196321
15,3,2013,41,30,1,0,,196321
15,3,2013,41,31,1,0,,196321
15,3,2013,41,32,1,0,,196321
15,3,2013,41,33,1,0,,196321
15,3,2013,41,34,1,0,,196321
15,3,2013,41,35,1,0,,196321
15,3,2013,41,36,1,0,,196321
15,3,2013,41,37,1,0,,196321
15,3,2013,41,38,1,0,,196321
15,3,2013,41,40,1,0,,196321
15,3,2013,41,41,1,0,,196321
15,3,2013,41,42,1,0,,196321
15,3,2013,41,44,1,0,,196321
15,3,2013,41,45,1,0,,196321
15,3,2013,41,46,1,0,,196321
15,3,2013,41,47,1,0,,196321
15,3,2013,41,48,1,0,,196321
15,3,2013,41,49,1,0,,196321
15,3,2013,41,51,1,0,,196321
15,3,2013,41,52,1,0,,196321
15,3,2013,41,54,1,0,,196321
15,3,2013,41,55,1,0,,196321
15,3,2013,41,56,1,0,,196321
15,3,2013,41,58,1,0,,196321
15,3,2013,41,59,1,0,,196321
15,3,2013,41,60,1,0,,196321
15,3,2013,41,67,1,0,,196321
15,3,2013,41,71,1,0,,196321
15,3,2013,41,72,1,0,,196321
15,3,2013,41,74,1,0,,196321
15,3,2013,41,77,1,0,,196321
15,3,2013,41,78,1,0,,196321
15,3,2013,41,79,1,0,,196321
15,3,2013,41,80,1,0,,196321
15,3,2013,41,81,1,0,,196321
15,3,2013,41,82,1,0,,196321
15,3,2013,41,83,1,0,,196321
15,3,2013,41,85,1,0,,196321
15,3,2013,41,87,1,0,,196321
15,3,2013,41,90,1,0,,196321
15,3,2013,41,91,1,0,,196321
15,3,2013,41,92,1,0,,196321
15,3,2013,41,93,1,0,,196321
15,3,2013,41,94,1,0,,196321
15,3,2013,41,95,1,0,,196321
15,3,2013,41,96,1,0,,196321
15,3,2013,41,97,1,0,,196321
15,3,2013,41,98,1,0,,196321
15,3,2013,41,99,1,0,,196321
15,3,2013,42,1,3,0,,39690
15,3,2013,42,2,3,0,,39690
15,3,2013,42,3,3,0,,39690
15,3,2013,42,4,3,0,,39690
15,3,2013,42,5,3,0,,39690
15,3,2013,42,6,3,0,,39690
15,3,2013,42,7,3,0,,39690
15,3,2013,42,8,3,0,,39690
15,3,2013,42,9,3,0,,39690
15,3,2013,42,10,3,0,,39690
15,3,2013,42,11,3,0,,39690
15,3,2013,42,12,3,0,,39690
15,3,2013,42,13,3,0,,39690
15,3,2013,42,14,3,0,,39690
15,3,2013,42,16,3,0,,39690
15,3,2013,42,17,3,0,,39690
15,3,2013,42,18,3,0,,39690
15,3,2013,42,20,3,0,,39690
15,3,2013,42,21,3,0,,39690
15,3,2013,42,22,3,0,,39690
15,3,2013,42,23,3,0,,39690
15,3,2013,42,24,3,0,,39690
15,3,2013,42,25,3,0,,39690
15,3,2013,42,26,3,0,,39690
15,3,2013,42,27,3,0,,39690
15,3,2013,42,28,3,0,,39690
15,3,2013,42,31,3,0,,39690
15,3,2013,42,32,3,0,,39690
15,3,2013,42,33,3,0,,39690
15,3,2013,42,34,3,0,,39690
15,3,2013,42,38,3,0,,39690
15,3,2013,42,40,3,0,,39690
15,3,2013,42,41,3,0,,39690
15,3,2013,42,42,3,0,,39690
15,3,2013,42,44,3,0,,39690
15,3,2013,42,46,3,0,,39690
15,3,2013,42,49,3,0,,39690
15,3,2013,42,52,3,0,,39690
15,3,2013,42,55,3,0,,39690
15,3,2013,42,56,3,0,,39690
15,3,2013,42,59,3,0,,39690
15,3,2013,42,60,3,0,,39690
15,3,2013,42,67,3,0,,39690
15,3,2013,42,71,3,0,,39690
15,3,2013,42,72,3,0,,39690
15,3,2013,42,74,3,0,,39690
15,3,2013,42,79,3,0,,39690
15,3,2013,42,80,3,0,,39690
15,3,2013,42,81,3,0,,39690
15,3,2013,42,82,3,0,,39690
15,3,2013,42,83,3,0,,39690
15,3,2013,42,85,3,0,,39690
15,3,2013,42,87,3,0,,39690
15,3,2013,42,90,3,0,,39690
15,3,2013,42,91,3,0,,39690
15,3,2013,42,92,3,0,,39690
15,3,2013,42,93,3,0,,39690
15,3,2013,42,94,3,0,,39690
15,3,2013,42,95,3,0,,39690
15,3,2013,42,96,3,0,,39690
15,3,2013,42,97,3,0,,39690
15,3,2013,42,98,3,0,,39690
15,3,2013,43,1,3,0,,41062
15,3,2013,43,2,3,0,,41062
15,3,2013,43,3,3,0,,41062
15,3,2013,43,4,3,0,,41062
15,3,2013,43,5,3,0,,41062
15,3,2013,43,6,3,0,,41062
15,3,2013,43,7,3,0,,41062
15,3,2013,43,8,3,0,,41062
15,3,2013,43,9,3,0,,41062
15,3,2013,43,10,3,0,,41062
15,3,2013,43,11,3,0,,41062
15,3,2013,43,12,3,0,,41062
15,3,2013,43,13,3,0,,41062
15,3,2013,43,14,3,0,,41062
15,3,2013,43,16,3,0,,41062
15,3,2013,43,17,3,0,,41062
15,3,2013,43,18,3,0,,41062
15,3,2013,43,20,3,0,,41062
15,3,2013,43,21,3,0,,41062
15,3,2013,43,22,3,0,,41062
15,3,2013,43,23,3,0,,41062
15,3,2013,43,24,3,0,,41062
15,3,2013,43,25,3,0,,41062
15,3,2013,43,26,3,0,,41062
15,3,2013,43,27,3,0,,41062
15,3,2013,43,28,3,0,,41062
15,3,2013,43,31,3,0,,41062
15,3,2013,43,32,3,0,,41062
15,3,2013,43,33,3,0,,41062
15,3,2013,43,38,3,0,,41062
15,3,2013,43,40,3,0,,41062
15,3,2013,43,42,3,0,,41062
15,3,2013,43,44,3,0,,41062
15,3,2013,43,46,3,0,,41062
15,3,2013,43,49,3,0,,41062
15,3,2013,43,52,3,0,,41062
15,3,2013,43,55,3,0,,41062
15,3,2013,43,56,3,0,,41062
15,3,2013,43,59,3,0,,41062
15,3,2013,43,60,3,0,,41062
15,3,2013,43,67,3,0,,41062
15,3,2013,43,71,3,0,,41062
15,3,2013,43,72,3,0,,41062
15,3,2013,43,74,3,0,,41062
15,3,2013,43,79,3,0,,41062
15,3,2013,43,80,3,0,,41062
15,3,2013,43,81,3,0,,41062
15,3,2013,43,82,3,0,,41062
15,3,2013,43,83,3,0,,41062
15,3,2013,43,85,3,0,,41062
15,3,2013,43,87,3,0,,41062
15,3,2013,43,90,3,0,,41062
15,3,2013,43,91,3,0,,41062
15,3,2013,43,92,3,0,,41062
15,3,2013,43,93,3,0,,41062
15,3,2013,43,94,3,0,,41062
15,3,2013,43,95,3,0,,41062
15,3,2013,43,96,3,0,,41062
15,3,2013,43,97,3,0,,41062
15,3,2013,43,98,3,0,,41062
15,3,2013,43,99,3,0,,41062
15,3,2013,44,1,3,0,,39910
15,3,2013,44,2,3,0,,39910
15,3,2013,44,3,3,0,,39910
15,3,2013,44,4,3,0,,39910
15,3,2013,44,5,3,0,,39910
15,3,2013,44,6,3,0,,39910
15,3,2013,44,7,3,0,,39910
15,3,2013,44,8,3,0,,39910
15,3,2013,44,9,3,0,,39910
15,3,2013,44,10,3,0,,39910
15,3,2013,44,11,3,0,,39910
15,3,2013,44,12,3,0,,39910
15,3,2013,44,13,3,0,,39910
15,3,2013,44,14,3,0,,39910
15,3,2013,44,16,3,0,,39910
15,3,2013,44,17,3,0,,39910
15,3,2013,44,18,3,0,,39910
15,3,2013,44,20,3,0,,39910
15,3,2013,44,21,3,0,,39910
15,3,2013,44,22,3,0,,39910
15,3,2013,44,23,3,0,,39910
15,3,2013,44,24,3,0,,39910
15,3,2013,44,25,3,0,,39910
15,3,2013,44,26,3,0,,39910
15,3,2013,44,27,3,0,,39910
15,3,2013,44,28,3,0,,39910
15,3,2013,44,31,3,0,,39910
15,3,2013,44,32,3,0,,39910
15,3,2013,44,33,3,0,,39910
15,3,2013,44,34,3,0,,39910
15,3,2013,44,38,3,0,,39910
15,3,2013,44,40,3,0,,39910
15,3,2013,44,42,3,0,,39910
15,3,2013,44,44,3,0,,39910
15,3,2013,44,46,3,0,,39910
15,3,2013,44,49,3,0,,39910
15,3,2013,44,52,3,0,,39910
15,3,2013,44,55,3,0,,39910
15,3,2013,44,56,3,0,,39910
15,3,2013,44,59,3,0,,39910
15,3,2013,44,60,3,0,,39910
15,3,2013,44,67,3,0,,39910
15,3,2013,44,71,3,0,,39910
15,3,2013,44,72,3,0,,39910
15,3,2013,44,74,3,0,,39910
15,3,2013,44,79,3,0,,39910
15,3,2013,44,80,3,0,,39910
15,3,2013,44,81,3,0,,39910
15,3,2013,44,82,3,0,,39910
15,3,2013,44,83,3,0,,39910
15,3,2013,44,85,3,0,,39910
15,3,2013,44,87,3,0,,39910
15,3,2013,44,90,3,0,,39910
15,3,2013,44,91,3,0,,39910
15,3,2013,44,92,3,0,,39910
15,3,2013,44,93,3,0,,39910
15,3,2013,44,94,3,0,,39910
15,3,2013,44,95,3,0,,39910
15,3,2013,44,96,3,0,,39910
15,3,2013,44,97,3,0,,39910
15,3,2013,44,98,3,0,,39910
15,3,2013,44,99,3,0,,39910
15,3,2013,45,1,2,0,,118221
15,3,2013,45,2,2,0,,118221
15,3,2013,45,3,2,0,,118221
15,3,2013,45,4,2,0,,118221
15,3,2013,45,5,2,0,,118221
15,3,2013,45,6,2,0,,118221
15,3,2013,45,7,2,0,,118221
15,3,2013,45,8,2,0,,118221
15,3,2013,45,9,2,0,,118221
15,3,2013,45,10,2,0,,118221
15,3,2013,45,11,2,0,,118221
15,3,2013,45,12,2,0,,118221
15,3,2013,45,13,2,0,,118221
15,3,2013,45,14,2,0,,118221
15,3,2013,45,16,2,0,,118221
15,3,2013,45,17,2,0,,118221
15,3,2013,45,18,2,0,,118221
15,3,2013,45,19,2,0,,118221
15,3,2013,45,20,2,0,,118221
15,3,2013,45,21,2,0,,118221
15,3,2013,45,22,2,0,,118221
15,3,2013,45,23,2,0,,118221
15,3,2013,45,24,2,0,,118221
15,3,2013,45,25,2,0,,118221
15,3,2013,45,26,2,0,,118221
15,3,2013,45,27,2,0,,118221
15,3,2013,45,28,2,0,,118221
15,3,2013,45,29,2,0,,118221
15,3,2013,45,30,2,0,,118221
15,3,2013,45,31,2,0,,118221
15,3,2013,45,32,2,0,,118221
15,3,2013,45,33,2,0,,118221
15,3,2013,45,34,2,0,,118221
15,3,2013,45,35,2,0,,118221
15,3,2013,45,36,2,0,,118221
15,3,2013,45,38,2,0,,118221
15,3,2013,45,40,2,0,,118221
15,3,2013,45,41,2,0,,118221
15,3,2013,45,42,2,0,,118221
15,3,2013,45,44,2,0,,118221
15,3,2013,45,45,2,0,,118221
15,3,2013,45,46,2,0,,118221
15,3,2013,45,47,2,0,,118221
15,3,2013,45,49,2,0,,118221
15,3,2013,45,51,2,0,,118221
15,3,2013,45,52,2,0,,118221
15,3,2013,45,54,2,0,,118221
15,3,2013,45,55,2,0,,118221
15,3,2013,45,56,2,0,,118221
15,3,2013,45,58,2,0,,118221
15,3,2013,45,59,2,0,,118221
15,3,2013,45,60,2,0,,118221
15,3,2013,45,67,2,0,,118221
15,3,2013,45,71,2,0,,118221
15,3,2013,45,72,2,0,,118221
15,3,2013,45,74,2,0,,118221
15,3,2013,45,77,2,0,,118221
15,3,2013,45,78,2,0,,118221
15,3,2013,45,79,2,0,,118221
15,3,2013,45,80,2,0,,118221
15,3,2013,45,81,2,0,,118221
15,3,2013,45,82,2,0,,118221
15,3,2013,45,83,2,0,,118221
15,3,2013,45,85,2,0,,118221
15,3,2013,45,87,2,0,,118221
15,3,2013,45,90,2,0,,118221
15,3,2013,45,91,2,0,,118221
15,3,2013,45,92,2,0,,118221
15,3,2013,45,93,2,0,,118221
15,3,2013,45,94,2,0,,118221
15,3,2013,45,95,2,0,,118221
15,3,2013,45,96,2,0,,118221
15,3,2013,45,97,2,0,,118221
15,3,2013,45,98,2,0,,118221
22,3,2013,1,1,1,0,,151315
22,3,2013,1,2,1,0,,151315
22,3,2013,1,3,1,0,,151315
22,3,2013,1,4,1,0,,151315
22,3,2013,1,5,1,0,,151315
22,3,2013,1,6,1,0,,151315
22,3,2013,1,7,1,0,,151315
22,3,2013,1,8,1,0,,151315
22,3,2013,1,9,1,0,,151315
22,3,2013,1,10,1,0,,151315
22,3,2013,1,11,1,0,,151315
22,3,2013,1,12,1,0,,151315
22,3,2013,1,13,1,0,,151315
22,3,2013,1,14,1,0,,151315
22,3,2013,1,16,1,0,,151315
22,3,2013,1,17,1,0,,151315
22,3,2013,1,18,1,0,,151315
22,3,2013,1,19,1,0,,151315
22,3,2013,1,20,1,0,,151315
22,3,2013,1,21,1,0,,151315
22,3,2013,1,22,1,0,,151315
22,3,2013,1,23,1,0,,151315
22,3,2013,1,24,1,0,,151315
22,3,2013,1,25,1,0,,151315
22,3,2013,1,26,1,0,,151315
22,3,2013,1,27,1,0,,151315
22,3,2013,1,28,1,0,,151315
22,3,2013,1,29,1,0,,151315
22,3,2013,1,30,1,0,,151315
22,3,2013,1,31,1,0,,151315
22,3,2013,1,32,1,0,,151315
22,3,2013,1,33,1,0,,151315
22,3,2013,1,34,1,0,,151315
22,3,2013,1,35,1,0,,151315
22,3,2013,1,36,1,0,,151315
22,3,2013,1,37,1,0,,151315
22,3,2013,1,38,1,0,,151315
22,3,2013,1,40,1,0,,151315
22,3,2013,1,41,1,0,,151315
22,3,2013,1,42,1,0,,151315
22,3,2013,1,44,1,0,,151315
22,3,2013,1,45,1,0,,151315
22,3,2013,1,46,1,0,,151315
22,3,2013,1,47,1,0,,151315
22,3,2013,1,48,1,0,,151315
22,3,2013,1,49,1,0,,151315
22,3,2013,1,51,1,0,,151315
22,3,2013,1,52,1,0,,151315
22,3,2013,1,54,1,0,,151315
22,3,2013,1,55,1,0,,151315
22,3,2013,1,56,1,0,,151315
22,3,2013,1,58,1,0,,151315
22,3,2013,1,59,1,0,,151315
22,3,2013,1,60,1,0,,151315
22,3,2013,1,67,1,0,,151315
22,3,2013,1,71,1,0,,151315
22,3,2013,1,72,1,0,,151315
22,3,2013,1,74,1,0,,151315
22,3,2013,1,77,1,0,,151315
22,3,2013,1,78,1,0,,151315
22,3,2013,1,79,1,0,,151315
22,3,2013,1,80,1,0,,151315
22,3,2013,1,81,1,0,,151315
22,3,2013,1,82,1,0,,151315
22,3,2013,1,83,1,0,,151315
22,3,2013,1,85,1,0,,151315
22,3,2013,1,87,1,0,,151315
22,3,2013,1,90,1,0,,151315
22,3,2013,1,91,1,0,,151315
22,3,2013,1,92,1,0,,151315
22,3,2013,1,93,1,0,,151315
22,3,2013,1,94,1,0,,151315
22,3,2013,1,95,1,0,,151315
22,3,2013,1,96,1,0,,151315
22,3,2013,1,97,1,0,,151315
22,3,2013,1,98,1,0,,151315
22,3,2013,1,99,1,0,,151315
22,3,2013,2,1,1,0,,202307
22,3,2013,2,2,1,0,,202307
22,3,2013,2,3,1,0,,202307
22,3,2013,2,4,1,0,,202307
22,3,2013,2,5,1,0,,202307
22,3,2013,2,6,1,0,,202307
22,3,2013,2,7,1,0,,202307
22,3,2013,2,8,1,0,,202307
22,3,2013,2,9,1,0,,202307
22,3,2013,2,10,1,0,,202307
22,3,2013,2,11,1,0,,202307
22,3,2013,2,12,1,0,,202307
22,3,2013,2,13,1,0,,202307
22,3,2013,2,14,1,0,,202307
22,3,2013,2,16,1,0,,202307
22,3,2013,2,17,1,0,,202307
22,3,2013,2,18,1,0,,202307
22,3,2013,2,19,1,0,,202307
22,3,2013,2,20,1,0,,202307
22,3,2013,2,21,1,0,,202307
22,3,2013,2,22,1,0,,202307
22,3,2013,2,23,1,0,,202307
22,3,2013,2,24,1,0,,202307
22,3,2013,2,25,1,0,,202307
22,3,2013,2,26,1,0,,202307
22,3,2013,2,27,1,0,,202307
22,3,2013,2,28,1,0,,202307
22,3,2013,2,29,1,0,,202307
22,3,2013,2,30,1,0,,202307
22,3,2013,2,31,1,0,,202307
22,3,2013,2,32,1,0,,202307
22,3,2013,2,33,1,0,,202307
22,3,2013,2,34,1,0,,202307
22,3,2013,2,35,1,0,,202307
22,3,2013,2,36,1,0,,202307
22,3,2013,2,37,1,0,,202307
22,3,2013,2,38,1,0,,202307
22,3,2013,2,39,1,0,,202307
22,3,2013,2,40,1,0,,202307
22,3,2013,2,41,1,0,,202307
22,3,2013,2,42,1,0,,202307
22,3,2013,2,44,1,0,,202307
22,3,2013,2,45,1,0,,202307
22,3,2013,2,46,1,0,,202307
22,3,2013,2,47,1,0,,202307
22,3,2013,2,48,1,0,,202307
22,3,2013,2,49,1,0,,202307
22,3,2013,2,51,1,0,,202307
22,3,2013,2,52,1,0,,202307
22,3,2013,2,54,1,0,,202307
22,3,2013,2,55,1,0,,202307
22,3,2013,2,56,1,0,,202307
22,3,2013,2,58,1,0,,202307
22,3,2013,2,59,1,0,,202307
22,3,2013,2,60,1,0,,202307
22,3,2013,2,67,1,0,,202307
22,3,2013,2,71,1,0,,202307
22,3,2013,2,72,1,0,,202307
22,3,2013,2,74,1,0,,202307
22,3,2013,2,77,1,0,,202307
22,3,2013,2,78,1,0,,202307
22,3,2013,2,79,1,0,,202307
22,3,2013,2,80,1,0,,202307
22,3,2013,2,81,1,0,,202307
22,3,2013,2,82,1,0,,202307
22,3,2013,2,83,1,0,,202307
22,3,2013,2,85,1,0,,202307
22,3,2013,2,87,1,0,,202307
22,3,2013,2,90,1,0,,202307
22,3,2013,2,91,1,0,,202307
22,3,2013,2,92,1,0,,202307
22,3,2013,2,93,1,0,,202307
22,3,2013,2,94,1,0,,202307
22,3,2013,2,95,1,0,,202307
22,3,2013,2,96,1,0,,202307
22,3,2013,2,97,1,0,,202307
22,3,2013,2,98,1,0,,202307
22,3,2013,2,99,1,0,,202307
22,3,2013,3,1,2,0,,37392
22,3,2013,3,2,2,0,,37392
22,3,2013,3,3,2,0,,37392
22,3,2013,3,4,2,0,,37392
22,3,2013,3,5,2,0,,37392
22,3,2013,3,6,2,0,,37392
22,3,2013,3,7,2,0,,37392
22,3,2013,3,8,2,0,,37392
22,3,2013,3,9,2,0,,37392
22,3,2013,3,10,2,0,,37392
22,3,2013,3,11,2,0,,37392
22,3,2013,3,12,2,0,,37392
22,3,2013,3,13,2,0,,37392
22,3,2013,3,14,2,0,,37392
22,3,2013,3,16,2,0,,37392
22,3,2013,3,17,2,0,,37392
22,3,2013,3,18,2,0,,37392
22,3,2013,3,19,2,0,,37392
22,3,2013,3,20,2,0,,37392
22,3,2013,3,21,2,0,,37392
22,3,2013,3,22,2,0,,37392
22,3,2013,3,23,2,0,,37392
22,3,2013,3,24,2,0,,37392
22,3,2013,3,25,2,0,,37392
22,3,2013,3,26,2,0,,37392
22,3,2013,3,27,2,0,,37392
22,3,2013,3,28,2,0,,37392
22,3,2013,3,29,2,0,,37392
22,3,2013,3,30,2,0,,37392
22,3,2013,3,31,2,0,,37392
22,3,2013,3,32,2,0,,37392
22,3,2013,3,33,2,0,,37392
22,3,2013,3,34,2,0,,37392
22,3,2013,3,35,2,0,,37392
22,3,2013,3,36,2,0,,37392
22,3,2013,3,38,2,0,,37392
22,3,2013,3,40,2,0,,37392
22,3,2013,3,41,2,0,,37392
22,3,2013,3,42,2,0,,37392
22,3,2013,3,44,2,0,,37392
22,3,2013,3,45,2,0,,37392
22,3,2013,3,46,2,0,,37392
22,3,2013,3,47,2,0,,37392
22,3,2013,3,49,2,0,,37392
22,3,2013,3,51,2,0,,37392
22,3,2013,3,52,2,0,,37392
22,3,2013,3,54,2,0,,37392
22,3,2013,3,55,2,0,,37392
22,3,2013,3,56,2,0,,37392
22,3,2013,3,59,2,0,,37392
22,3,2013,3,60,2,0,,37392
22,3,2013,3,67,2,0,,37392
22,3,2013,3,71,2,0,,37392
22,3,2013,3,72,2,0,,37392
22,3,2013,3,74,2,0,,37392
22,3,2013,3,77,2,0,,37392
22,3,2013,3,78,2,0,,37392
22,3,2013,3,79,2,0,,37392
22,3,2013,3,80,2,0,,37392
22,3,2013,3,81,2,0,,37392
22,3,2013,3,82,2,0,,37392
22,3,2013,3,83,2,0,,37392
22,3,2013,3,85,2,0,,37392
22,3,2013,3,87,2,0,,37392
22,3,2013,3,90,2,0,,37392
22,3,2013,3,91,2,0,,37392
22,3,2013,3,92,2,0,,37392
22,3,2013,3,94,2,0,,37392
22,3,2013,3,95,2,0,,37392
22,3,2013,3,96,2,0,,37392
22,3,2013,3,97,2,0,,37392
22,3,2013,3,98,2,0,,37392
22,3,2013,4,1,1,0,,205863
22,3,2013,4,2,1,0,,205863
22,3,2013,4,3,1,0,,205863
22,3,2013,4,4,1,0,,205863
22,3,2013,4,5,1,0,,205863
22,3,2013,4,6,1,0,,205863
22,3,2013,4,7,1,0,,205863
22,3,2013,4,8,1,0,,205863
22,3,2013,4,9,1,0,,205863
22,3,2013,4,10,1,0,,205863
22,3,2013,4,11,1,0,,205863
22,3,2013,4,12,1,0,,205863
22,3,2013,4,13,1,0,,205863
22,3,2013,4,14,1,0,,205863
22,3,2013,4,16,1,0,,205863
22,3,2013,4,17,1,0,,205863
22,3,2013,4,18,1,0,,205863
22,3,2013,4,19,1,0,,205863
22,3,2013,4,20,1,0,,205863
22,3,2013,4,21,1,0,,205863
22,3,2013,4,22,1,0,,205863
22,3,2013,4,23,1,0,,205863
22,3,2013,4,24,1,0,,205863
22,3,2013,4,25,1,0,,205863
22,3,2013,4,26,1,0,,205863
22,3,2013,4,27,1,0,,205863
22,3,2013,4,28,1,0,,205863
22,3,2013,4,29,1,0,,205863
22,3,2013,4,30,1,0,,205863
22,3,2013,4,31,1,0,,205863
22,3,2013,4,32,1,0,,205863
22,3,2013,4,33,1,0,,205863
22,3,2013,4,34,1,0,,205863
22,3,2013,4,35,1,0,,205863
22,3,2013,4,36,1,0,,205863
22,3,2013,4,37,1,0,,205863
22,3,2013,4,38,1,0,,205863
22,3,2013,4,39,1,0,,205863
22,3,2013,4,40,1,0,,205863
22,3,2013,4,41,1,0,,205863
22,3,2013,4,42,1,0,,205863
22,3,2013,4,44,1,0,,205863
22,3,2013,4,45,1,0,,205863
22,3,2013,4,46,1,0,,205863
22,3,2013,4,47,1,0,,205863
22,3,2013,4,48,1,0,,205863
22,3,2013,4,49,1,0,,205863
22,3,2013,4,51,1,0,,205863
22,3,2013,4,52,1,0,,205863
22,3,2013,4,54,1,0,,205863
22,3,2013,4,55,1,0,,205863
22,3,2013,4,56,1,0,,205863
22,3,2013,4,58,1,0,,205863
22,3,2013,4,59,1,0,,205863
22,3,2013,4,60,1,0,,205863
22,3,2013,4,67,1,0,,205863
22,3,2013,4,71,1,0,,205863
22,3,2013,4,72,1,0,,205863
22,3,2013,4,74,1,0,,205863
22,3,2013,4,77,1,0,,205863
22,3,2013,4,78,1,0,,205863
22,3,2013,4,79,1,0,,205863
22,3,2013,4,80,1,0,,205863
22,3,2013,4,81,1,0,,205863
22,3,2013,4,82,1,0,,205863
22,3,2013,4,83,1,0,,205863
22,3,2013,4,85,1,0,,205863
22,3,2013,4,87,1,0,,205863
22,3,2013,4,90,1,0,,205863
22,3,2013,4,91,1,0,,205863
22,3,2013,4,92,1,0,,205863
